Año,Mes,Aeropuerto,Infraestructura,IT,IR,NPI,NPN,TUUAN_VER,TUUAN,TUUAI_VER,TUUAI,IRAD_VER,IRAD,AADM_VER,AADM,ADEP_VER,ADEP,ALC_VER,ALC,AOOA_VER,AOOA,ADAH_VER,ADAH,AEHE_VER,AEHE,IREA_VER,IREA,IRIF_VER,IRIF,IRR_VER,IRR,Entidad_Infraestructura
2021,Julio,Tacna,AAP,0,0,0,19300,Si,58051.82,No,0,Si,9034.18,No,0,No,0,Si,1443.3,Si,317.63,No,0,Si,6146.02,Si,6.08,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Julio,Talara,ADP,0,0,0,20381,Si,39682.44,No,0,Si,7593.49,No,0,No,0,Si,1482.86,No,0,Si,1425.63,Si,6239.85,Si,23.26,No,0,Si,1586.91,Aeropuertos del Perú S.A.
2021,Julio,Tarapoto,ADP,0,0,0,62113,Si,153475.36,No,0,Si,27235.34,No,0,No,0,Si,3743.1,Si,1334.63,Si,3591.4500000000003,Si,10427.7,Si,462.37,No,0,Si,5478.38,Aeropuertos del Perú S.A.
2021,Julio,Tingo María,COR,0,0,0,605,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Julio,Trujillo,ADP,142080.84,0,725,37365,Si,78262.56,Si,3908.8,Si,20432.67,No,0,No,0,Si,4552.58,Si,405.58,Si,5621.95,No,0,Si,928.61,No,0,Si,4058.12,Aeropuertos del Perú S.A.
2021,Julio,Tumbes,ADP,86626.2,0,29,29488,Si,57266.3,Si,125.64,Si,10259.16,No,0,No,0,Si,1984.05,No,0,Si,1201.21,Si,195.43,Si,74.53,No,0,Si,1643.97,Aeropuertos del Perú S.A.
2021,Julio,Yurimaguas,COR,0,0,0,2364,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,-,COR,0,0,0,798,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Andahuaylas,COR,0,0,0,10,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Arequipa,AAP,0,0,0,50351,Si,134551.04,No,0,Si,61153.98,No,0,No,0,Si,-1742.11,Si,1179.1799999999998,No,0,Si,8085.87,Si,1310.89,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Atalaya,COR,0,0,0,1568,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Ayacucho,AAP,0,0,0,29607,Si,29568.56,No,0,Si,6400.48,Si,2320.4700000000003,No,0,Si,506.94,Si,595.98,No,0,Si,16486.960000000003,Si,950.21,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Cajamarca,ADP,0,0,0,21630,Si,46182.75,No,0,Si,8919.92,No,0,No,0,Si,562.51,Si,89.25,Si,1614.45,No,0,Si,20.67,No,0,Si,1490.62,Aeropuertos del Perú S.A.
2021,Junio,Chachapoyas,ADP,0,0,0,738,Si,1380.4,No,0,Si,197.12,No,0,No,0,No,0,Si,169.6,No,0,No,0,Si,0.07,No,0,Si,75.21000000000001,Aeropuertos del Perú S.A.
2021,Junio,Chiclayo,ADP,0,0,0,33965,Si,69248.52,No,0,Si,14562.47,No,0,No,0,Si,3538.15,Si,84.24000000000001,Si,1595.83,No,0,Si,49.349999999999994,No,0,Si,12238.07,Aeropuertos del Perú S.A.
2021,Junio,Cusco,COR,0,0,0,111335,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Huánuco,COR,0,0,0,6813,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Huaraz-Anta,ADP,0,0,0,80,Si,174.58,No,0,Si,14,No,0,No,0,No,0,No,0,No,0,No,0,Si,0.28,No,0,Si,6.53,Aeropuertos del Perú S.A.
2021,Junio,Ilo,COR,0,0,0,7009,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Iquitos,ADP,0,0,0,64928,Si,162992.12,No,0,Si,58788.39,No,0,No,0,Si,4002.09,Si,1039.09,Si,29241.960000000003,No,0,Si,2342.3,No,0,Si,8965.93,Aeropuertos del Perú S.A.
2021,Junio,Jaén,COR,0,0,0,11866,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Jauja,COR,0,0,0,11930,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Juliaca,AAP,115141.06,0,14,15528,Si,64626.92,No,0,Si,13083.02,No,0,No,0,Si,2510.9500000000003,Si,862.3399999999999,No,0,No,0,Si,38.42,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,69309.09,Si,596597.8300000001,Aeropuertos del Perú S.A.
2021,Junio,Lima,LAP,15081997.36,10754252.54,233963,569672,Si,2780498.54,Si,2853961.6,Si,1473589.1700000002,No,0,No,0,No,0,No,0,No,0,No,0,Si,256147.28,No,0,No,0,Lima Airport Partners S.R.L.
2021,Junio,Moquegua,COR,0,0,0,32,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Nazca,COR,0,0,0,1720,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,No precisa,COR,0,0,0,0,Si,267094.77,No,0,Si,44136.68,No,0,No,0,No,0,Si,4970.39,Si,2542.2,Si,87486.97,Si,1504.99,No,0,No,0,CORPAC S.A.
2021,Junio,Pisco,ADP,16909.4,0,12,236,Si,835.2800000000001,Si,147.62,Si,2330.7,No,0,No,0,No,0,Si,251,Si,1134.39,No,0,Si,274.5,No,0,Si,912.11,Aeropuertos del Perú S.A.
2021,Junio,Piura,ADP,183514.86,0,34,51409,Si,123604.08,Si,187.88,Si,21364.7,No,0,No,0,Si,3338.22,Si,186.76,Si,3873.5,Si,343.4,Si,98.26,No,0,Si,6415.74,Aeropuertos del Perú S.A.
2021,Junio,Pucallpa,ADP,0,0,0,40020,Si,99538.67,No,0,Si,23861.45,No,0,No,0,Si,2601.68,Si,634.48,Si,12070.08,No,0,Si,1646.06,No,0,Si,2863.49,Aeropuertos del Perú S.A.
2021,Junio,Puerto Maldonado,AAP,0,0,0,21412,Si,32299.54,Si,97.3,Si,6581.22,No,0,No,0,Si,674.25,Si,345.25,No,0,Si,2856.99,Si,111.42,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Tacna,AAP,0,0,0,14332,Si,48166.09,No,0,Si,8294.6,No,0,No,0,Si,1513.76,Si,317.63,No,0,Si,3767.05,Si,18.81,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Junio,Talara,ADP,0,0,0,15845,Si,33125.54,No,0,Si,7264.92,No,0,No,0,Si,1222.9,No,0,Si,1443.09,Si,6449.24,Si,92.42,No,0,Si,1483.23,Aeropuertos del Perú S.A.
2021,Junio,Tarapoto,ADP,0,0,0,49699,Si,122088.16,No,0,Si,37378.21,No,0,No,0,Si,2948.74,Si,1334.63,Si,3845.78,Si,8766.52,Si,487.77,No,0,Si,5395.52,Aeropuertos del Perú S.A.
2021,Junio,Tingo María,COR,0,0,0,1241,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Tocache,COR,0,0,0,12,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Junio,Trujillo,ADP,117682.11,0,2,30136,Si,64284.719999999994,Si,13.96,Si,15496.06,No,0,No,0,Si,4033.5,Si,405.58,Si,5717.1,No,0,Si,786.05,No,0,Si,4491.33,Aeropuertos del Perú S.A.
2021,Junio,Tumbes,ADP,185977.3,0,11,21908,Si,42654.36,Si,69.8,Si,9207.7,No,0,No,0,Si,1760.21,Si,209.46,Si,1215.04,Si,97.72,Si,11.53,No,0,Si,116496.68,Aeropuertos del Perú S.A.
2021,Junio,Yurimaguas,COR,0,0,0,1926,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Arequipa,AAP,316389.74,77694.65,694,52427,Si,141112.18,Si,5740.7,Si,57013.44,No,0,No,0,Si,-1954.54,Si,1179.1799999999998,No,0,Si,1073.1,Si,211.27,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Atalaya,COR,0,0,0,1427,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Ayacucho,AAP,0,0,0,7828,Si,16288.15,No,0,Si,3588.4100000000003,Si,2320.4700000000003,No,0,Si,365.65,Si,595.98,No,0,Si,7586.1,Si,2401.6,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Cajamarca,ADP,0,0,0,14156,Si,31295.85,No,0,Si,6112.5,No,0,No,0,Si,247.09,Si,882.87,Si,1554.58,No,0,Si,3.25,No,0,Si,1598.49,Aeropuertos del Perú S.A.
2021,Marzo,Chachapoyas,ADP,0,0,0,703,Si,1518.44,No,0,Si,199.92,No,0,No,0,No,0,Si,169.6,No,0,No,0,Si,0.14,No,0,Si,75.57,Aeropuertos del Perú S.A.
2021,Marzo,Chiclayo,ADP,0,0,0,25385,Si,53972.52,No,0,Si,10846.740000000002,No,0,No,0,Si,2230.12,Si,720.48,Si,1530.6899999999998,No,0,Si,55.87,No,0,Si,21799.3,Aeropuertos del Perú S.A.
2021,Marzo,Cusco,COR,0,0,0,58154,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Huánuco,COR,0,0,0,4165,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Huaraz-Anta,ADP,0,0,0,242,Si,535.92,No,0,Si,120.94,No,0,No,0,No,0,No,0,No,0,Si,79.57,Si,2.01,No,0,Si,6.92,Aeropuertos del Perú S.A.
2021,Marzo,Ilo,COR,0,4919.92,30,4909,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Iquitos,ADP,0,0,0,39989,Si,108200.33,No,0,Si,50352.8,No,0,No,0,Si,1921.24,Si,2327.12,Si,32355.81,No,0,Si,1396.86,No,0,Si,8736.130000000001,Aeropuertos del Perú S.A.
2021,Marzo,Jaén,COR,0,0,0,9855,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Jauja,COR,0,0,0,5767,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Juliaca,AAP,0,0,0,19885,Si,44032.08,No,0,Si,8336.97,No,0,No,0,Si,1390.11,Si,862.3399999999999,No,0,Si,1828.48,Si,106.87,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,63559.71,Si,692898.4600000001,Aeropuertos del Perú S.A.
2021,Marzo,Lima,LAP,11178360.34,7951570.7,114908,397077,Si,1826371.48,Si,1524473.16,Si,1191623.71,No,0,No,0,No,0,No,0,No,0,No,0,Si,277531.46,No,0,No,0,Lima Airport Partners S.R.L.
2021,Marzo,Mazamari,COR,0,0,0,15,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Moquegua,COR,0,0,0,35,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Nazca,COR,0,0,0,488,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,No precisa,COR,0,0,0,0,Si,156797.15,Si,140,Si,49992.21,No,0,No,0,Si,398.4,Si,4960.95,Si,2522.12,Si,26113.28,Si,512.75,No,0,No,0,CORPAC S.A.
2021,Marzo,Pisco,ADP,15203.51,4876.95,4,205,Si,177.3,No,0,Si,2470.84,No,0,No,0,No,0,Si,251,Si,1148.82,No,0,Si,305.96999999999997,No,0,Si,784.26,Aeropuertos del Perú S.A.
2021,Marzo,Piura,ADP,146087.75,21917.26,33,36645,Si,90485.86,Si,281.82,Si,15425.26,No,0,No,0,Si,2161.6,Si,599.51,Si,3770.8,Si,114.47,Si,36.89,No,0,Si,12631.61,Aeropuertos del Perú S.A.
2021,Marzo,Pucallpa,ADP,0,0,0,28228,Si,73528.54,No,0,Si,14956.4,No,0,No,0,Si,1432.45,Si,929.12,Si,12182.7,No,0,Si,1929.41,No,0,Si,3237.79,Aeropuertos del Perú S.A.
2021,Marzo,Puerto Maldonado,AAP,0,0,0,9353,Si,19841.24,No,0,Si,4288.21,No,0,No,0,Si,378.76,Si,345.25,No,0,Si,2285.59,Si,106.05,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Rodríguez de Mendoza,COR,0,0,0,625,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Tacna,AAP,0,0,0,14644,Si,33339.659999999996,No,0,Si,5937.320000000001,No,0,No,0,Si,14.15,Si,635.26,No,0,Si,3518.98,Si,18.56,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Marzo,Talara,ADP,0,0,0,14336,Si,29593.34,No,0,Si,5687.87,No,0,No,0,Si,729.8599999999999,Si,171.51,Si,1482.24,Si,6323.610000000001,Si,41.54,No,0,Si,1439.49,Aeropuertos del Perú S.A.
2021,Marzo,Tarapoto,ADP,0,0,0,35128,Si,94357.77,No,0,Si,17929.51,No,0,No,0,Si,1809.86,Si,1673.75,Si,3598.44,Si,11125.68,Si,462.39,No,0,Si,5236.81,Aeropuertos del Perú S.A.
2021,Marzo,Tingo María,COR,0,0,0,1320,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Tocache,COR,0,0,0,4,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Marzo,Trujillo,ADP,126301.39,26392.7,2559,21316,Si,47600.55,Si,22196.4,Si,16162.8,No,0,No,0,Si,1756.79,Si,744.7,Si,5978.59,No,0,Si,859.8399999999999,No,0,Si,3913.54,Aeropuertos del Perú S.A.
2021,Marzo,Tumbes,ADP,54747.92,10152.56,3,16055,Si,32074,Si,27.92,Si,6248,No,0,No,0,Si,1257.11,Si,302.37,Si,1190.43,No,0,Si,19.49,No,0,Si,1681.72,Aeropuertos del Perú S.A.
2021,Marzo,Yurimaguas,COR,0,0,0,2130,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,-,COR,0,0,0,559,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Arequipa,AAP,0,0,0,70269,Si,185172.75,No,0,Si,73451.93,No,0,No,0,Si,17965.82,Si,1179.1799999999998,No,0,Si,3525.8900000000003,Si,512.4599999999999,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Atalaya,COR,0,0,0,1563,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Ayacucho,AAP,0,0,0,26900,Si,23829.87,No,0,Si,4648.45,Si,2320.4700000000003,No,0,Si,398.11,Si,595.98,No,0,Si,9755.59,Si,776.92,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Cajamarca,ADP,0,0,0,19072,Si,40732.56,No,0,Si,8243.8,No,0,No,0,Si,504.46,Si,89.25,Si,1703.84,No,0,Si,448.62,No,0,Si,1537.02,Aeropuertos del Perú S.A.
2021,Mayo,Chachapoyas,ADP,0,0,0,585,Si,1226.12,No,0,Si,328.17,No,0,No,0,No,0,Si,169.6,No,0,No,0,Si,16.2,No,0,Si,75.59,Aeropuertos del Perú S.A.
2021,Mayo,Chiclayo,ADP,2322523.58,0,6,29759,Si,61232.64,Si,80.52,Si,16569.07,No,0,No,0,Si,3037.66,Si,84.24000000000001,Si,1683.75,No,0,Si,18.2,No,0,Si,2219833.58,Aeropuertos del Perú S.A.
2021,Mayo,Cusco,COR,0,0,0,93445,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Huánuco,COR,0,0,0,6163,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Huaraz-Anta,ADP,0,0,0,100,Si,198.94,No,0,Si,54.94,No,0,No,0,No,0,No,0,No,0,No,0,Si,1.04,No,0,Si,6.94,Aeropuertos del Perú S.A.
2021,Mayo,Ilo,COR,0,0,0,5952,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Iquitos,ADP,317657.92000000004,0,11,56863,Si,146815.64,Si,111.68,Si,65613.82,No,0,No,0,Si,3076.8100000000004,Si,1598.64,Si,31745.43,No,0,Si,3577,No,0,Si,9329.22,Aeropuertos del Perú S.A.
2021,Mayo,Jaén,COR,0,0,0,11605,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Jauja,COR,0,0,0,10026,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Juliaca,AAP,0,0,0,13513,Si,57303.59,No,0,Si,11293.7,No,0,No,0,Si,2257.09,Si,862.3399999999999,No,0,Si,342.84000000000003,Si,91.82,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,66451.93999999999,Si,1786855.71,Aeropuertos del Perú S.A.
2021,Mayo,Lima,LAP,15652830.05,10119055.22,213205,524478,Si,2443783.36,Si,2712426.4,Si,1381585.6800000002,No,0,No,0,No,0,No,0,No,0,No,0,Si,236621.64,No,0,No,0,Lima Airport Partners S.R.L.
2021,Mayo,Nazca,COR,0,0,0,1606,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,No precisa,COR,0,0,0,0,Si,226654.41,No,0,Si,40967.78999999999,No,0,No,0,No,0,Si,4960.95,Si,2542.2,Si,59061.380000000005,Si,401.42,No,0,No,0,CORPAC S.A.
2021,Mayo,Pisco,ADP,0,0,0,94,Si,27.58,Si,187.88,Si,1524.8,No,0,No,0,No,0,Si,251,Si,1198.88,No,0,Si,270.2,No,0,Si,927.29,Aeropuertos del Perú S.A.
2021,Mayo,Piura,ADP,166159.51,0,38,44056,Si,107543.84,Si,134.2,Si,20485.85,No,0,No,0,Si,3043.77,Si,186.76,Si,3804.35,No,0,Si,75.22,No,0,Si,9044.81,Aeropuertos del Perú S.A.
2021,Mayo,Pucallpa,ADP,0,0,0,33814,Si,86435.52,No,0,Si,20447.109999999997,No,0,No,0,Si,2156.27,Si,805.03,Si,12624.41,No,0,Si,1516.53,No,0,Si,2794.4500000000003,Aeropuertos del Perú S.A.
2021,Mayo,Puerto Maldonado,AAP,0,0,0,19236,Si,27993.480000000003,No,0,Si,5758.84,No,0,No,0,Si,209.2,Si,345.25,No,0,Si,2399.8700000000003,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Rioja,COR,0,0,0,20,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Tacna,AAP,0,0,0,11646,Si,43664.259999999995,No,0,Si,8334.51,No,0,No,0,Si,960.51,Si,317.63,No,0,Si,3987.24,Si,71.32,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Mayo,Talara,ADP,0,0,0,15109,Si,31404.1,No,0,Si,7397.91,No,0,No,0,Si,1189.96,No,0,Si,1529.96,Si,7105.34,Si,41.48,No,0,Si,1596.04,Aeropuertos del Perú S.A.
2021,Mayo,Tarapoto,ADP,171601.62,0,1,43653,Si,113315.84,Si,13.96,Si,10949.62,No,0,No,0,Si,2425.3500000000004,Si,1334.63,Si,3660.34,Si,10839.52,Si,985.8,No,0,Si,5268.98,Aeropuertos del Perú S.A.
2021,Mayo,Tingo María,COR,0,0,0,1482,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Tocache,COR,0,0,0,16,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Mayo,Trujillo,ADP,0,0,0,25081,Si,52800.54,No,0,Si,14006.09,No,0,No,0,Si,3222.22,Si,405.58,Si,6022.89,No,0,Si,784.23,No,0,Si,4088.29,Aeropuertos del Perú S.A.
2021,Mayo,Tumbes,ADP,140215.16,0,44,21662,Si,42930.44,Si,181.48,Si,10041.34,No,0,No,0,Si,1774.62,No,0,Si,1283.87,No,0,Si,55.02,No,0,Si,70643.95999999999,Aeropuertos del Perú S.A.
2021,Mayo,Yurimaguas,COR,0,0,0,1974,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,-,COR,0,0,0,680,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Andahuaylas,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Noviembre,Arequipa,AAP,596163.22,0,1042,117961,Si,303539.33999999997,Si,8214.91,Si,102787.91,No,0,No,0,Si,16506.37,Si,1342.22,No,0,Si,3372.6,Si,888.23,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Noviembre,Atalaya,COR,0,0,0,1642,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Ayacucho,AAP,0,0,0,42902,Si,47887.6,No,0,Si,9497.87,Si,2320.4700000000003,No,0,Si,473.65,Si,1064.13,No,0,Si,27705.9,Si,1371.6,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Noviembre,Cajamarca,ADP,0,0,0,34540,Si,75151.73999999999,No,0,Si,11876.95,No,0,No,0,Si,1253.34,Si,89.25,Si,1580.33,Si,69.8,Si,63.349999999999994,No,0,Si,2108.17,Aeropuertos del Perú S.A.
2021,Noviembre,Chachapoyas,ADP,0,0,0,1453,Si,2866.36,No,0,Si,565.8199999999999,No,0,No,0,No,0,Si,169.6,No,0,No,0,Si,3.51,No,0,Si,75.07,Aeropuertos del Perú S.A.
2021,Noviembre,Chiclayo,ADP,1796593.83,0,2157,42138,Si,87298.32,Si,10373.66,Si,21309.25,No,0,No,0,Si,6132.360000000001,Si,84.24000000000001,Si,1687.27,No,0,Si,36.05,No,0,Si,1647261.57,Aeropuertos del Perú S.A.
2021,Noviembre,Cusco,COR,0,0,0,180593,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Huánuco,COR,0,0,0,11779,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Huaraz-Anta,ADP,0,0,0,107,Si,243.6,No,0,Si,39.66,No,0,No,0,No,0,No,0,No,0,No,0,Si,0.7799999999999999,No,0,Si,6.37,Aeropuertos del Perú S.A.
2021,Noviembre,Ilo,COR,0,0,0,5424,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Iquitos,ADP,412988.9,0,8,81582,Si,211159.4,Si,153.56,Si,79003.97,No,0,No,0,Si,8197.710000000001,Si,1036.95,Si,25766.55,No,0,Si,7897.3,No,0,Si,13618.48,Aeropuertos del Perú S.A.
2021,Noviembre,Jaén,COR,0,0,0,17199,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Jauja,COR,0,0,0,16433,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
2021,Noviembre,Juliaca,AAP,0,0,0,21811,Si,93076.06,No,0,Si,15142.11,No,0,No,0,Si,2830.72,Si,452.8,No,0,No,0,Si,14.94,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Noviembre,Lima,AAP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Aeropuertos Andinos del Perú S.A.
2021,Noviembre,Lima,ADP,0,0,0,0,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Si,89488.90999999999,Si,2344444.3299999996,Aeropuertos del Perú S.A.
2021,Noviembre,Lima,LAP,22559099.12,15183811.22,381485,869058,Si,3992682.46,Si,4738876.26,Si,1989501.45,No,0,No,0,No,0,No,0,No,0,No,0,Si,240470.35,No,0,No,0,Lima Airport Partners S.R.L.
2021,Noviembre,Mazamari,COR,0,0,0,715,Si,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,CORPAC S.A.
